Raccomandabilità,Accoglienza,Esperienza d'acquisto,Esperienza consegna,Opinione Miglioramento Servizio
9,9,9,9,"Ho Acquistato un auto usata Bmw x3 m sport pagata 46000 euro e non era compresa la ruota di scorta ,neanche il ruotino e mi aspettavo almeno il set riparazione , ho dovuto comprarlo io ,ma non sono i 100 euro che fanno la differenza , ma se non controllav"
10,10,10,10,"Mi sono trovato benissimo,  sia per le informazioni sull'auto acquistata, sia per il rispetto del termine di consegna. Un grazie speciale a chi ci ha seguito nel contratto di acquisto."
8,9,10,2,Trasparenza nella tempistiche di consegna
10,10,10,10,Tutto ok!
10,10,10,10,Ottimo servizio
1,1,1,1,"Tempi di consegna, specialmente dell’usato visto che è ”già pronto”."
10,10,10,10,Grazie per il servizio offerto. I tassi di interesse richiesti nei finanziamenti sono un po' troppo alti.
10,10,9,9,I finanziamenti 2000 di interessi su 4000 finanziato con Casco Full 180€
10,10,10,10,Non ho indicazioni
10,10,10,10,"nulla, è molto professionale così"
10,10,10,10,Grazie mille a tutti grande *** 👍
10,10,10,10,Mantenere professionalità e cortesia al momento dimostrate
10,10,10,10,xxx
10,10,10,10,Nulla da segnalare
10,10,10,10,Ho comprato tre auto da autotorino e non ho mai avuto problemi quindi non saprei cosa si possa ulteriormente migliorare
10,10,10,10,Per me il servizio come è impostato va benissimo Ringrazio ancora tutto il personale di Autotorino
10,10,10,10,Nulla tutto bene
10,10,10,10,per me è stato utile così
10,10,10,10,Nulla
10,10,10,10,Foto e immagini sul sito più in alta definizione.
10,8,10,10,Ho appena acquistato una vettura usata e fin qui è stato tutto più che soddisfacente dall'entrata in concessionaria al rapporto con il venditore fino alla consegna della macchina. Quindi per ora tutto ok e speriamo continui così
9,10,9,10,Tempi di consegna troppo lunghi A volte difficilparlare con venditore Maggiore chiarezza su coperture assicurative
10,10,10,10,"È già ottimo, non saprei"
10,10,10,10,Siete già organizzati nel migliore dei modi
9,9,9,9,"CREDO NULLA, IN QUANTO A CORDIALITA' CORTESIA PROFFESIONALITA' SIETE AL TOP"
10,10,10,10,Nulla
10,10,10,10,E’ tutto perfetto
9,9,9,9,Sono in attesa di cambio cerchioni come previsto e mi aspettavo lucidatura auto che non è stata eseguita.   Grazie
2,2,2,3,Personale e serietà
10,10,10,10,Maggior trasparenza e comunicazione più diretta con la finanziaria Santander. È solo grazie al venditore autotorino che si è riusciti a snellire la pratica avviata e rallentata dal consulente della finanziaria. A disposizione per ulteriori particolari
10,10,10,10,Filiale di Busto Arsizio top
10,10,10,10,Nulla
10,10,10,10,nulla
9,10,10,9,"sicuramente un piccolo regalo, ovviamente simbolico, unico obiettivo è quello di far sentire importante il cliente Mercedes. Il cliente si fidelizza partendo dalle piccole cose. Potrebbe essere un’idea. In ogni caso sono soddisfatto sia del venditore, f"
10,10,10,10,Nulla
9,10,9,3,"2 mesi per consegnare un auto usata mi sembrano troppi, e quando dopo più di un mese chiamate il cliente per fargli vedere la macchina prima assicuratevi di dargli una pulita ."
1,7,7,1,"L'officina..se fosse per me licenzierei chi ha fatto i lavori sulla macchina che ho acquistato. Sono rimasto a piedi 2volte nei primi 3 giorni,ora è una settimana che l'avete in officina a *** e la macchina sembra morta,nessuno la guarda e ora verra"
10,10,10,10,Mi sono trovato benissimo non trovo cose da migliorare... complimenti.
10,10,10,10,"Nulla, è ok"
10,10,10,10,X me più di così non saprei. Veramente soddisfatto
10,10,10,10,Servizio super eccellente in tutto dall’entrata in salone per preventivo e uscita della consegna auto
5,9,5,5,Formare qualche venditore
10,10,10,10,"Mi sono trovata bene, ero già cliente"
10,10,10,10,Buongiorno! Sono molto contenta di Autotorino siete gentilissimi mi sono trovata benissimo con il venditore *** il quale ringrazio!
10,10,10,10,L’unica cosa che posso dire per migliorare un servizio a mio avviso molto buono e solo la mancanza della possibilità del ritiro auto il sabato per il resto servizio impeccabile
9,6,9,6,Maggiore attenzione in alcune filiali.nella consegna dell'autovettura.
10,10,10,10,Tutto ok
10,10,10,10,Magari spiegare certe funzioni dell’auto anche se non è della vostra marca principale di vendita e di consegnare la macchina non con la riserva assoluta
10,10,10,10,Più privacy tra il responsabile di filiale ed i suoi collaboratori
10,10,10,10,Nulla
5,10,4,6,Migliorare le tempistiche e più attenzione alla cura delle vetture
10,10,10,10,La possibilità di avere sempre auto di cortesia
9,10,9,8,Tempi più certi e più corti per il controllo e la messa a punto delle auto prima della consegna al cliente.
10,10,10,10,"Son stato molto contento e soddisfatto del servizio offerto , cortesia ,educazione e disponibilità vi contraddistinguono!"
9,7,9,9,NOTA 10!
9,9,9,9,Per adesso niente Non è la prima volta che faccio un giro ad Autotorino macchine impeccabili anche usate personale gentile e preparato
10,10,10,10,Controllare benel’auto prima di consegnarla
10,10,10,10,Più velocità nel mandare le foto del veicolo se proviene da un altro concessionario
9,9,9,9,Consegna macchina più rapida
10,10,10,10,Tutto ok
10,10,10,10,Va tutto bene
8,9,7,7,Da una settimana ho ritirato la macchina e ho già problemi con il cavo per ricaricare a casa. Quando l ho ritirata non era pulitissima e ora quando chiamo il venditore faccio fatica a farmi rispondere perciò credo si possa fare di meglio
10,10,10,10,il consulente *** che mi ha a ha seguito nella acquisto e stato molto gentile
8,9,10,8,"La comunicazione ed interazione con l'officina. Il venditore è stato eccellente, tutti i problemi sono nati con ripristini,accessori di serie mancanti e officina che non comunica e non fornisce informazioni richieste dal cliente."
10,10,10,10,Caffè cn pagamento haha siete il top
10,10,10,10,Pienamente soddisfatta
10,10,10,10,Nulla
9,9,9,9,Le tempistiche di consegna usato
5,7,2,2,"Professionalità nelle tempistiche e nelle spiegazioni della procedura di acquisto, chiarezza e supporto al cliente"
1,1,1,1,rispettate i tempi di consegna e controllate bene le macchine prima di darle
10,10,10,10,"Esperienza perfetta, grazie!"
9,9,9,9,La consegna dell'auto forse è stata un po' lunga
9,10,9,9,"In fase di preventivo non viene consegnato un prospetto, ma le cifre (importo finale, costi di passaggio, eventuali sconti, piano di ammortamento, costo polizza accessoria, ecc) sono comunicate a voce. Inoltre non viene data indicazione del tasso del fina"
10,10,10,10,Bravi e troppo eduacati !!
10,10,10,10,"Nulla, anzi segnalo e ringrazio per la professionalità *** *** e *** ***. *** ***"
10,10,10,10,Niente. Servizio impeccabile
1,9,4,7,"Ho già perso troppo tempo a causa vostra. La vettura non è conforme a quanto dichiarato in fase di collaudo a vista. Le attese interminabili, il libretto di circolazione è tutt'ora in viaggio, anziché essere stato predisposto alla consegna."
10,10,10,10,Tutti molto bravi
1,1,1,1,Tutto
5,9,9,3,Controllare il funzionamento delle auto prima di consegnarle visto che la mia è stata consegnata con Infotainment non funzionante e sono ancora in attesa di una soluzione
6,6,6,6,Tutta l'organizzazione dall'ordine alla.consegna Purtroppo incompetenti
7,8,6,5,"Periodi di consegna, come viene consegnata la macchina e come risolvere alcune problematiche di macchine usate dove viene detto una cosa e poi ne viene fatta un altra"
10,10,10,10,Nulla
10,10,10,9,I tempi di consegna su usato relativamente lunghi ottima comunque la professionalità  e la disponibilità dei venditori
10,10,10,10,👍🏼
10,10,10,10,Va bene così.
1,1,1,1,La persona che c ha seguito (***) non è stata professionale :(
9,10,10,10,Maggiore spiegazioni sul post vendita.
8,9,6,6,La valutazione del ritiro usato era inferiore del 40*/100 rispetto alla mia vendita. La macchina mi è stata consegnata con un pneumatico danneggiato e ancora da sostituire. il giorno successivo la stessa macchina costava 1000€ meno di quanto ho pagato la
10,10,10,10,Direi nulla
10,10,10,10,Sono stata seguita nella mia scelta da *** della filiale di Corbetta Persona scrupolosa e attenta ad esaudire le richieste dell acquirente Consiglio vivamente questa concessionaria
10,10,10,10,Ottimo
10,10,10,10,Forse solo ottimmizzare per quanto sia possibile i tempi di preparazione della vettura
10,10,10,10,I migliori
9,9,9,9,Niente
10,10,10,10,"Migliorare informazioni, ad esempio le info di cui sopra"
4,7,3,2,Riduzione dei tempi intercorrenti tra prenotazione e consegna finale
10,10,9,9,"Maggiore chiarezza nei tempi di consegna: per avere la mia auto usata 2 mesi senza mai avere una data certa, maggiore completezza di informazioni per i documenti necessari per il finanziamento, proposta fatta 3 volte cambiando di continuo i dati. Rimandi"
9,9,9,9,Va bene così com è
10,10,10,10,consegnando il mezzo presso la concessionaria più vicina nom aggiunendo costi supplementari avendo una trasparenza maggiore su eventuali possibili anomalie carrozzeria/ mezzo.
10,10,10,10,"Consegna auto deve essere più veloce, io aspettato 45 giorni e troppo, di resto tutto ottimo , il consulente *** muito gentile é muito bravo"
9,7,9,8,champagne all'acquisto
10,10,10,10,Capisco che vendete multimarca ma ho avuto una consegna dell'auto pessima dove il consegnatore non aveva nè arte nè parte. Oggi come oggi con la tecnologia ogni macchina ha una serie di particolarità e funzioni molteplici. Mi sono dovuto rivolgere alla ca
4,10,3,4,Nulla di più
10,10,10,10,Auto consegnata in ritardo per danneggiamento durante il trasporto e per due volte con spia del motore accesa. Allo stato attuale non ho mai potuto usarla e son passati 2 mesi dall'ordine. Comunicazione inesistente Se non passo io in concessionaria nessun
10,10,10,10,Nulla. Già ottimo
10,10,10,10,Tutto ok
10,9,10,10,Siete già il Top di tutto
10,10,10,10,Niente “alla grande “
10,10,10,10,io niente perché sono persone competenti meglio di così non si può veramente gentilissimi lo proporrò per chi volesse cambiare macchina
10,10,10,10,La finanziaria.
9,9,9,9,Servizio già ottimale
6,8,8,5,Non saprei..forse dare importanza anche all'usato che proponete
10,10,10,10,110 e lode al venditore *** per professionalità preparazione e cordialità
10,10,10,10,"Buongiorno, direi che dovreste fare un'accurato controllo delle auto usate prima della consegna. Alla consegna: Vite sul pneumatico anteriore DX, problema indicato dopo l'ultima prova prima della consegna ma non verificato in officina. Possibile rottura"
10,10,10,10,Non so proprio cosa consigliarvi !!!! Per me è stata un’esperienza molto positiva dall’inizio della trattativa alla consegna . Si devo solo dirvi di continuare così!!!! Serietà gentilezza e cortesia !!! Bravissimi 👍
9,9,9,9,Per la mia esperienza è tutto ok
10,10,10,10,Un grandissimo saluto al tutto il team di Parma grazie di tutto sempre gentili!!!
10,10,10,10,Molto competente professionale esauriente *** e tutto lo staff
10,10,10,10,Non saprei
10,10,10,10,Adeguare tassi più competitivi con le finanziarie
10,10,10,10,Scontistica
9,10,10,6,Ho avuto un problema sulla cosegna perché la concessionaria aveva avuto una disattenzione sulla ritiro del veicolo dal precedente proprietario  che poi è diventato un problema di consegna per me  di conseguenza è diventato un ritardo per me .concessionari
10,10,10,10,Rendere possibi più servizi durante il weekend
3,10,2,9,"Formare meglio i venditori e spiegando a loro di spiegare bene per evitare problemi futuri, il risultato non deve essere vendere la macchina ma fare si che il cliente torni ancora ad acquistare da voi Comunque esperienza davvero negativa con il venditore"
10,10,10,10,"Ottimo cosi, niente da aggiungere."
10,10,10,10,Niente . Dico solo complimenti per tutto quello che state facendo
4,9,4,9,"Suggerire al commerciale di seguire il cliente anche dopo la firma del contratto, di rispettare le tempistiche dichiarate in fase di vendita, poiché il cliente onesto attribuisce alle parole il significato dovuto, di essere professionale, disponibile e af"
9,9,9,9,Consiglierei quando vengono spediti i documenti via corriere di usare un imballaggio un po' più robusto per evitare che arrivino stropicciati(il mio lo era poco) Piccolo appunto la moto ritirata aveva la pressione dei pneumatici leggermente più bassa del
7,5,5,1,Più serietà  ammettere errori e non prendere x il naso i clienti.  A me è parso molto strano che la mia auto al controllo prima della co seg a avesse 165 km in più  sporca non sistemato piccoli danni come da contratb e altro .......buona giornata
10,9,10,10,In base alla mia esperienza nulla
10,10,10,10,"Mi sono trovato bene, al momento non saprei. Posto da cosigliare in ogni caso."
10,10,10,10,Più velocità nel rispondere al cliente.
10,10,10,10,Credo che sia tutto perfetto. Serietà e professionalità e soprattutto la fiducia che ci ha trasmesso il Sig.***
10,10,10,10,E gia ottimo.
9,9,10,1,"Prestare maggiore attenzione ai dettagli, la mia auto é stata consegnata leggermente sporca all'interno, inoltre aveva le gomme sgonfie con tutte le spiegazioni del caso accese e per concludere si accorgono al momento del ritiro dell'auto che non era stat"
10,10,10,10,Continuate cosi
10,10,10,10,Mi sembra che il lavoro sia fatto in modo egregio quindi non ho suggerimenti da proporre
10,10,8,10,tutto perfetto complimenti allo staff di autotorino
9,9,9,9,Nessuna cosa da aggiungere
9,10,9,10,Il pacchetto assicurativo dovrebbe essere dettagliato meglio Non sono certo inoltre di aver ricevuto documentazione post vendita con tutti i dettagli Sarà mia cura contattare i riferimenti per verificare questo aspetto
7,10,5,7,"Rispettare gli impegni per la data della consegna e controllare che nell'auto ci sia tutto, a me mancava il riduttore per fare il GPL, inviato mail di segnalazione, non mi hanno neppure risposto"
10,10,10,10,"A mio parere nulla, personale cordialissimo e sopratutto il venditore *** ragazzo Top, ero andato li per un utilitaria sotto i 10 mila euro e mi ha fatto uscire con un mercedes👍🏻"
10,10,10,10,Nulla va bene così
10,10,10,10,Sinceramente non saprei. È tutto ok.
10,10,10,6,"Tempi di consegna non rispettati, accessori ordinati e pagati ancora non ricevuti,in più dopo 4 ore della consegna del usato richiesto un' altro pagamento, grazie mille"
10,9,9,10,unico problema appena presa la macchina mi ha dato problemi al cambio ma portandola stanno prevedendo già a risolvere del resto il venditore *** e stato impeccabile in tutto nella spiegazione e nella vendita
10,10,10,10,Non saprei
10,10,10,10,va bene com'è. grazie
9,9,9,9,Perizia dell’auto consegnata prima della firma del contratto della nuova
9,9,10,8,Essere più celeri nel rispondere al telefono è troppo lunga L attesa di consegna
10,10,10,10,Penso vada bene così
10,10,10,10,Ho riscontrato professionalità nella consegna della vettura
10,10,10,6,"SICURANENTE NELL ACQUISTO DI UN AUTO USATA, SENZA LIBRETTO D ISTRUZIONI, È FONDAMENTALE DEDICARE DELTEMPO MAGGIORE PER LE FUNZIONALITÀ DELL AUTO IN QUANTO NON È TUTTO INTUITIVO, NON SI PUÒ GUIDARE LA VETTURA SENZA AVERE LA VISIONE DEL TUTTO.!!"
9,9,9,9,Dare al potenziale cliente preventivi dettagliati stampati
9,9,9,9,Assolutamente non “obbligando” le persone a dover fare almeno una parte della spesa di acquisto con la finanziaria per poter usufruire di uno sconto.
10,10,10,10,Tutto eccellente
10,10,10,10,mi ritengo totalmente soddisfatto sopratutto della professionalità e disponibilità di *** *** non avrei potuto pretendere di piú
9,10,9,9,"Manca il libretto di uso e manutenzione della moto, necessario a capire gli interventi fatti"
10,10,10,10,Bravi
10,10,10,10,Non mi sento di poter consigliare nulla per migliorare il servizio.
10,9,9,9,Non ho nulla da suggerire.
10,10,10,10,Nulla va bene così
10,10,10,10,Non ho suggerimenti
10,10,10,10,Tutto ok
9,9,9,9,Nulla
10,10,10,10,Fare sconti più consistenti e regalare qualcosa in più a buoni clienti come il sottoscritto! Complimenti alla splendida venditrice *** *** onesta e professionale oltre che gentile e paziente!
10,10,10,10,"Sinceramente sono rimasto molto soddisfatto dei servizi e del personale di vendita, amministrazione e consegna per cui non ho ulteriori suggerimenti da proporre"
5,9,9,4,"Controlli più accurati in consegna , riparazione carrozzeria pessima , pneumatici con pezzi mancanti !"
10,10,10,10,"Nessuna miglioria da segnalare, solo un grandissimo ringraziamento al mio venditore il Sig. *** *** che mi ha saputo consigliare al meglio il mio acquisto e mi ha seguito in tutto, passo dopo passo, con grande professionalità e meticolosità. ***"
10,10,10,9,"penso che piu di cosi nn si possa fare.Ho acqustato un bm gs adventure 1250 usata ,presso autotorino di *** il rivenditore *** e stato competente e sempre molto disponibile.Al momento del ritiro tutto bene , ma al rientro a casa mi sono accorto"
10,10,10,10,Buon giorno per me ho trovato la concessionaria molto efficiente molto cordiale e soprattutto molto presenti sia in ufficio sia telefonicamente e puntuali
10,10,10,10,*** SEI IL NUMERO UNO FILIALE A ***
10,10,10,10,Nulla …già ottimo
10,10,10,10,"Per me, nulla"
9,10,9,8,Spiegazione più dettagliata su come agire sul dispositivo elettronico
10,10,10,10,Nulla
10,10,10,9,"Magari il tempo di consegna  , anche se preferisco aspettare qualche giorno in più ma avere la macchina controllata al meglio"
10,10,10,10,Noi siamo stati molto soddisfatti per l'accoglienza e dalle spiegazioni date. Cordiali saluti
10,10,10,10,Tutto ok niente da migliorare
10,10,10,10,Tutto ottimo
10,10,10,10,Tutto perfetto
10,10,10,10,"Prima di consegnare la vettura, dopo che la stessa è stata pulita e lucidata, verificare che tutto sia in ordine, anche sotto i tappetini compresi quelli situati nei porta oggetti"
10,10,10,10,Sono soddisfatto del servizio e della cordialità e professionalità del personale
10,8,8,1,"Già tutto perfetto. Però una lamentela c'è l'ho da porvi, quando comprai la penultima glc coupé chiesi il cambio targa e pagando la corrispettiva somma, il cambio non venne fatto.per circa due anni ho telefonato per regolarizzare il dovuto ma non mi rispo"
10,9,9,10,"Per quello che mi riguarda, il servizio è già ottimo. Al ritiro della vettura siamo stati accolti da personale giovane ma altamente qualificato, disponibile e di una gentilezza al giorno d'oggi al quanto rara."
10,10,10,10,X il momento è tutto ok
9,9,9,9,SECONDO ME I TEMPI DI CONSEGNA SONO UN ATTIMO STATI LUNGHI RISPETTO AD UN AUTO USATA PENSAVO DI AVERLA QUALCHE GIORNO PRIMA MA IL RESTO è STATO BUONO DAL PERSONALE .
10,10,10,10,"Tutto perfetto, ottima esperienza"
10,10,10,10,Per me è già tutto ok così.
10,10,10,10,♥️
10,10,10,9,Tutto ok
9,9,9,9,Per ora va bene come sono stato servito.
9,8,9,6,Personale più qualificato alla consegna del mezzo
10,10,10,10,Perfetto
10,10,10,10,Nessun consiglio di miglioramento
10,10,10,10,"Per ora il servizio è ottimo,spero che si protragga nel tempo visto che per me' è la prima volta che usofluisco di Autotorino. Il mio venditore *** è Super 👍"
10,10,10,10,Niente da dire
10,10,10,10,I tempi di consegna sono stati un po’ lunghi ma va bene lo stesso
9,9,9,9,Maggior fluidità nel passaggio di informazioni tra i vari reparti
10,10,10,10,NON C'E' NULLA DA MIGLIORARE TUTTO GIA' OK
10,10,10,10,Non saprei
10,10,10,10,Nulla siete bravissimi
7,9,9,9,Velocizzare la pratica di trapasso. Non è ammissibile che l'auto non sia ancora intestata a me a 15 giorni dal pagamento. E vedremo alla fine quanto ci vorrà.
8,5,7,9,"Essere più onesti, al inizio era tutto molto bene poi tantissimi problemi. E anche adesso ho macchina consegnata senza kit riparazione gomme"
10,10,10,10,Direi che sono soddisfatta e non cè niente da dire.
9,9,10,9,Per me è stata la prima volta che ho avuto a che fare con la vostra organizzazione e non posso che riconoscere la valenza della vostra azienda sia in termini qualitativi che di chiarezza. Sto usando l'auto da me acquistata da una settimana e per il moment
9,10,10,10,Niente tutto ok
7,8,6,5,"Il rivenditore dovrebbe far presente ogni minimo particolare del mezzo che si sta vendendo,ad es.io l'ho scoperto dopo aver acquistato la moto che era già di 3°mano e non mi sembra corretto. Poi quando sono andato x ritirare la moto,non si è presentato lo"
9,10,9,10,"Tempistiche di consegna per i veicoli provenienti da altre filiali, davvero lunghe."
10,10,10,10,"Non c'è nulla che migliorerei, il servizio è già perfetto così a parer mio"
10,10,10,10,Tutto soddisfacente
9,10,8,10,"Nonostante abbia comprato un'auto di qualche anno e con un certo Chilometraggio e nonostante la abbia pagata una cifra sopra la media, non mi è stato proposto nessuno sconto (anche se ho pagato tutto e subito) e nessun ""regalo"", neanche una cosa banale, g"
10,10,1,10,Va bene così
10,10,9,10,Non so Mi sono trovata bene
9,9,10,9,La velocità di consegna ecc Per il resto top ! *** venditore di paruzzaro top top !!!
9,9,9,9,"I tempi per rendere ritirabile l’auto da accorciare, la burocrazia interna dovrebbe essere snellita."
9,6,7,9,Cambiando il partner finanziario che applica tassi e oneri accessori fuori mercato Bravi invece gli addetti alla consegna.
10,9,10,10,"La mia esperienza di acquisto riguarda l'acquito di un usato BMW e fin dal primo scambio di informazioni con il Sig. *** c'è stata subito una grande disponibilità nel darmi spiegazioni sull'acquisto anche, a volte, in orari non di ufficio per mezzo di"
9,9,9,9,"Non so ancora niente, martedì 20 maggio ritiro la machina e poi vi dico tutto"
10,10,10,10,Ho ricevuto un ottimo servizio. Non ho indicazioni per ulteriori miglioramenti
10,10,10,10,Per me è tutto ok un mi
10,10,10,10,Una cosa che potreste migliorare è far provare le autovetture. Ho acquistato un usato garantito ma non ho potuto nemmeno provare l'automobile ne quella similare alla mia in arrivo sia la mia al suo arrivo. Spiegazioni solo alla consegna. Nient'altro tutto
10,9,10,10,Personalmente nulla
1,1,1,8,"La parte Commerciale, nella persona del sig. *** con cui ho effettuato la compravendita. Persona per nulla professionale, a cui ho dovuto sollecitare in più occasioni le informazioni relative all'auto alcune delle quali errate e non corredate da relat"
4,10,9,10,"Consegna di una vettura usata siano biblici , ottima la professionalità e la disponibilità del Sig ***’ che ha messo a disposizione tutte le sue risorse,un po’ meno quella del Sig *** responsabile  filiale di Olgiate dal quale aspettavo una telefona"
5,5,5,5,"Mi avevano ipotizzato la consegnata a 20 giorni dalla sottoscrizione del contratto,è stata consegna a 50 giorni dalla sottoscrizione del contratto.Avevo evidenziato righe che non sono state rimosse,i tappeti oltre a non essere originali sono stati consegn"
9,9,6,3,Tempi d consegna usato eccessivi.
10,10,10,10,"Nulla. Tutto perfetto! Consiglio molto il venditore ***. Gentile, disponibile e molto attento alle necessità del cliente."
10,10,10,10,Dovreste essere più veloci a consegnare le auto
2,10,10,10,"La vettura dopo 3 settimane di preparazione è stata consegnata sporca con tutto in sottofondo rigato con alcuni pezzi rotti e staccati, pieno di ghiaia e terra che indicano una fuori uscita dalla strada. Siamo in attesa del responso carrozzeria per il rip"
1,5,1,1,"Non saprei , l'unica cosa che voglio dirvi è che dopo 5 giorni che ho ritirato la macchina già sono rimasto a piedi tutt'ora la macchina sta in concessionaria *** già da 6 giorni ed a oggi ancora non so i problemi,ritrovandomi senza macchina ed af"
9,9,10,10,Nulla da dire
4,9,5,4,Le tempistiche di consegna auto.
10,10,10,10,Più pubblicità
10,10,10,10,Far vendere tutte le auto a ***
9,9,9,9,È tutto ok!
10,10,10,10,"Siete i numeri uno 👏👏👏👏👏🌹🌹🌹👍👍👍. venditore *** professionale e disponibile,10⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐. grazie saluti."
10,10,10,10,Tutto bene
5,9,9,9,La motivazione del perché non raccomanderei Autotorino a parenti o amici è data dal fatto che mi sono stati sottratti 500€ da una politica aziendale che trovo meschina e infelice verso il cliente;non trovo giusto dover pagare quella cifra solamente per il
10,10,9,10,non saprei io sono un vecchio cliente e mi sono sempre trovato bene Grazie
10,10,10,10,Possibilità di recepire documenti ufficiali relativi al preventivo di acquisto e soprattutto della proposta di finanziamento prima della conferma dell'acquisto.
10,10,10,10,va bene cosi
8,8,9,9,"Sono rimasto insoddisfatto dell'acquisto della Volvo xc40,in quanto dopo pochi giorni dal ritiro sono rimasto appiedato,in quanto la batteria non dava più segni di vita,nel mio piccolo,penso, sia più ottimale dare al cliente,certezze,e non apparenze!!"
10,10,10,10,Nulla siete fantastici così opinione personale grazie mille ancora per il vostro interessamento
7,9,8,5,Cercare di migliorare le tempistiche e se ci sono ritardi di specificarlo fin dall’inizio
10,10,10,10,Va bene così
10,10,10,10,Siete perfetti!
10,9,10,10,"l'unico appunto è sulla posizione in cui si trova il concessionario e l'assenza di collegamento con i trasporti pubblici, per cui ad esempio, per me che dovrò fare un rientro del mezzo acquistato per un difetto di carrozzeria, una volta consegnato il mezz"
9,9,9,9,Non essere troppo lunghi con le consegne
10,10,10,10,"Per il momento non ho suggerimenti perché per quanto riguarda il mio percorso con voi, dalla prima visita alla consegna della macchina, mi sento molto soddisfatta. Siamo stati aiutati ad individuare la giusta vettura da *** che ci ha accompagn"
9,10,10,10,L’attesa del veicolo
1,6,2,1,"Dal momento che sono circa 2 mesi e mezzo che aspetto la mia auto, direi che il servizio da migliorare è quello. Informazioni superficiali, mi viene detto che l'auto è in officina e invece la trovo nel piazzale ferma dall'ultima volta che l'ho provata.. n"
9,9,9,9,La comunicazione tra le sedi
10,10,10,10,Tutto perfetto !!
10,10,10,10,Nulla da segnalare
10,10,10,5,Cercare di venire in contro su auto usate. Riguardo alle scadenze bello e revisione soprattutto se le date sono alla pari del acquisto. Non è molto carino acquistare un auto è lo stesso mese ti trovi il bollo quasi scaduto e revisione.
10,10,10,10,Sono soddisfatto
10,10,10,10,Niente
10,10,10,10,Tutto ok ma la moto nuova n era pulita alla consegna
10,10,10,10,Secondo la mia esperienza avuto con voi ….. Siete perfetti così Tutto il personale con cui ho avuto a che fare e’ stato molto gentile e cordiale ……in particolare modo *** è stato sempre disponibile e gentile anche fuori orario di lavoro .
9,9,9,9,Il sistema di attesa delle linee telefoniche che a volte sono molto lunghe e. Ti rimbalzano un po' ma in maniera non molto rilevante
10,10,10,10,Tutto ok. Un ringraziamento a *** e *** per la loro grande disponibilità cortesia e professionalità.
10,10,10,10,"Nonostante l'impegno del venditore, che mi ha fornito tempestivamente tutto il materiale da me richiesto che aveva a disposizione, manca secondo me una documentazione chiara e riassuntiva dei servizi connessi ai pacchetti assicurativi e ai finanziamenti."
6,9,5,9,Segnalare i difetti dell’auto prima della consegna E diminuire i tempi di consegna
10,10,10,10,Gia migliorato
9,10,10,10,"i tempi di consegna dell'auto sono stati un po' lunghi, data ordine di acquisto 10/03/2025 data consegna 30/04/2025"
10,10,10,10,Nulla
9,10,10,9,se fosse possibile avere tempi di consegna piu' corti sarebbe l'ideale ma al giorno d'oggi acquistare un auto usata con motore termico e' pura utopia altrimenti si va verso l'incognita di un dealer che pur di piazzare un usato puo' rifilarti il classico b
10,10,10,10,Tutto ok
10,10,10,10,Nulla
9,10,9,9,"Avrei gradito un miglior trattamento per ciò che riguarda esclusivamente le gomme della vettura: la vettura mi è stata consegnata con gomme molto consumate (anche se nei limiti di legge) e troppo vecchie (sicuramente le originali, considerato il veicolo h"
9,9,9,9,Tutto ottimo. Grazie
10,10,9,10,Tutto ok
10,10,10,10,Nulla
10,10,9,10,Al momento  nulla²
10,10,10,10,nulla
10,10,10,10,"Ringrazio *** per la professionalita e avermi seguito in ogni minimo dettaglio, tanto da far acquistare l'auto anche a mio figlio"
10,10,10,10,Tutto bene
9,10,9,10,bisogna migliorare la pulizia prima della consegna
10,10,10,10,Visto la mia esperienza non c'è niente da migliorare. Tutti molto preparati.
10,10,10,10,Trasparenza in tutto
10,10,10,9,Va bene così.
9,9,9,9,"Il venditore che mi ha venduto l'auto usata,una brava persona, simpatica ma non molto trasparente,l'auto puzzava e puzza ancora di fumo di sigaretta, nonostante il lavaggio non e stato risolto il problema"
3,9,2,3,"Dire ad ***, vostro venditore di ***, che deve essere chiaro sullo stato dell'auto (in particolare, non mi ha detto che le gomme erano totalmente usurate ovvero vecchie di 9 anni; non mi ha detto che mancava la cappelliera al momento del ritiro e"
10,10,10,10,Nulla
9,9,9,9,Più evidenza dei vantaggi/benefici offerti ed inclusi nell acquisto
7,10,7,6,"La comunicazione tra i vari uffici (vendita, consegna, finanziamenti..) in modo da dare delle tempistiche esatte e non approssimative, ma soprattutto migliorare l’efficienza del servizio officina in quanto è molto ma molto lento anche su lavori quotidiani"
10,10,10,10,Non saprei
6,5,7,9,"Io ho già acquistato Mercedes e devo essere sincera ho trovato poca professionalità rispetto a quando era Mercedes Benz , sia nell’abbigliamento casual del personale in generale , sia sul vociferare ad alta voce …. Sull’attesa di più di 30 giorni per la c"
1,10,1,10,"Vorrei raccontare la mia esperienza con Autotorino. Ho firmato il contratto di acquisto in data ***, presso la sede di ***, chiedendo che l'auto (visionata nella sede di ***) venisse consegnata a ***, in quanto sono reside"
10,10,10,10,Per ora sono soddisfatto del vostro servizio e della vostra disponibilità e gentilezza distinti saluti
10,10,10,10,"Molto professionale, a mio parere eccellente che non necessita di miglioramento. Grazie!"
